oyuncu,takim,tum_takimlar,transfer,mac_sayisi,ilk11_mac,yedek_mac,gol_sayisi,gol_ayak,gol_kafa,penalti_gol,gol_ort,sari_kart,kirmizi_kart,toplam_dakika
ZEYNEP ÜLKÜ KAHYA,FATİH VATAN SPOR,FATİH VATAN SPOR,False,12,12,0,0,0,0,0,0.0,0,0,1048
AQSA MUSHTAQ,ÜNYE KADIN SPOR KULÜBÜ,ÜNYE KADIN SPOR KULÜBÜ,False,11,9,2,3,3,0,0,0.27,0,0,687
MESUDE ALAYONT,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,False,11,3,8,2,2,0,0,0.18,0,0,429
SUDE NAZ ÖZ,ÇEKMEKÖY BİLGİDOĞA,ÇEKMEKÖY BİLGİDOĞA,False,11,8,3,1,1,0,0,0.09,1,0,658
NURSEL ÖZKAN,HAKKARİGÜCÜ SPOR,HAKKARİGÜCÜ SPOR / YÜKSEKOVA SPOR KULÜBÜ,True,11,0,11,1,1,0,0,0.09,0,0,192
BEYZA SEMERCİOĞLU,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,False,11,1,10,1,1,0,0,0.09,1,0,264
DİYAN CEYHAN,YÜKSEKOVA SPOR KULÜBÜ,YÜKSEKOVA SPOR KULÜBÜ,False,11,3,8,0,0,0,0,0.0,0,0,252
KEVINE OSSOL,HAKKARİGÜCÜ SPOR,HAKKARİGÜCÜ SPOR,False,11,10,1,0,0,0,0,0.0,3,0,920
ECENAZ BAYKUŞ,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR / ALG SPOR / GAZİANTEP ALG SPOR KULÜBÜ,True,11,5,6,0,0,0,0,0.0,0,0,638
FATLINDA RAMAJ,TRABZONSPOR A.Ş.,TRABZONSPOR A.Ş.,False,11,7,4,0,0,0,0,0.0,1,0,741
YAĞMUR BEREN GÖNÜLLÜ,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,False,11,3,8,0,0,0,0,0.0,0,0,435
BERİL BECEREN,ÇEKMEKÖY BİLGİDOĞA,ÇEKMEKÖY BİLGİDOĞA,False,11,11,0,0,0,0,0,0.0,1,0,990
MADINATOU ROUAMBA,TRABZONSPOR A.Ş.,TRABZONSPOR A.Ş.,False,11,11,0,0,0,0,0,0.0,1,0,987
KERİME KAYMAZ,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,False,11,11,0,0,0,0,0,0.0,0,0,954
SKAISTE PETRAUSKAITE,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,False,11,11,0,0,0,0,0,0.0,2,0,985
DANA MARGARETHA WILHELMINA FOEDERER,GALATASARAY GAIN,GALATASARAY GAIN,False,11,10,1,0,0,0,0,0.0,0,0,902
SULIYAT DAMOLA HASSAN,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR,False,10,10,0,3,3,0,0,0.3,0,0,900
VICTORIA THALITA ALVRANGA DIAS,HAKKARİGÜCÜ SPOR,HAKKARİGÜCÜ SPOR,False,10,10,0,2,2,0,0,0.2,0,0,715
LALIA DALI USAGE STORTI,GALATASARAY GAIN,GALATASARAY GAIN,False,10,6,4,0,0,0,0,0.0,2,0,653
KARİNA SOCARRAS VİLLALONGA,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,False,10,10,0,0,0,0,0,0.0,1,0,730
ESMANUR SOLAK,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR / ALG SPOR / GAZİANTEP ALG SPOR KULÜBÜ,True,10,4,6,0,0,0,0,0.0,0,0,485
ROSE TEYE BAAH,PROLİFT GİRESUN SANAYİSPOR,PROLİFT GİRESUN SANAYİSPOR,False,10,10,0,0,0,0,0,0.0,0,0,846
GÖKNUR GÜLERYÜZ,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,False,10,10,0,0,0,0,0,0.0,0,0,900
MARIE LAURE KONG,AMED SPORTİF FAALİYETLER,AMED SPORTİF FAALİYETLER,False,10,10,0,0,0,0,0,0.0,3,0,856
DOROTHEE MUKESHIMANA,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR,False,10,10,0,0,0,0,0,0.0,0,0,900
MARIAM AYONI AJIBOLA,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR,False,10,10,0,0,0,0,0,0.0,3,0,900
MARIAM DIAKITE,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,False,10,7,3,0,0,0,0,0.0,0,0,653
MELİSA ORAL,FATİH VATAN SPOR,FATİH VATAN SPOR,False,10,9,1,0,0,0,0,0.0,0,0,809
ARZU AKKURT,GALATASARAY GAIN,GALATASARAY GAIN,False,10,0,10,0,0,0,0,0.0,1,0,95
JUSTİCE TWENEBOAA,HAKKARİGÜCÜ SPOR,HAKKARİGÜCÜ SPOR,False,10,9,1,0,0,0,0,0.0,0,0,811
LARA ANTUNES PINTASSILGO,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,False,9,5,4,4,3,1,0,0.44,0,0,384
MARGITA VASOVIC,FATİH VATAN SPOR,FATİH VATAN SPOR,False,9,7,2,2,2,0,0,0.22,1,0,698
ARYANA LYNN HARVEY,PROLİFT GİRESUN SANAYİSPOR,PROLİFT GİRESUN SANAYİSPOR,False,9,6,3,2,2,0,0,0.22,2,0,607
TIJANA ZARKOVIC,FATİH VATAN SPOR,FATİH VATAN SPOR,False,9,9,0,1,1,0,0,0.11,1,0,766
MEDİNE BOZALİ,AMED SPORTİF FAALİYETLER,AMED SPORTİF FAALİYETLER,False,9,0,9,1,1,0,0,0.11,0,0,149
PEREIRA DA SILVA SYLVIA BEATRIZ,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR / GAZİANTEP ALG SPOR KULÜBÜ,True,9,8,1,1,1,0,0,0.11,2,0,700
DARIJA DUKIC,FATİH VATAN SPOR,FATİH VATAN SPOR,False,9,9,0,0,0,0,0,0.0,2,0,766
ŞEVVAL DURSUN,ÜNYE KADIN SPOR KULÜBÜ,ÜNYE KADIN SPOR KULÜBÜ,False,9,2,7,0,0,0,0,0.0,1,0,339
MELDA ÇETİN,PROLİFT GİRESUN SANAYİSPOR,PROLİFT GİRESUN SANAYİSPOR,False,9,9,0,0,0,0,0,0.0,4,0,725
ALMA KRAJNİC,PROLİFT GİRESUN SANAYİSPOR,PROLİFT GİRESUN SANAYİSPOR,False,9,7,2,0,0,0,0,0.0,2,0,627
ZEYNEP BUĞAAKÇA,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR / GAZİANTEP ALG SPOR KULÜBÜ / ALG SPOR,True,9,2,7,0,0,0,0,0.0,0,0,327
YANA DERKACH,ANKARA BÜYÜKŞEHİR BELEDİYESİ FOMGET SPOR KULÜBÜ,ANKARA BÜYÜKŞEHİR BELEDİYESİ FOMGET SPOR KULÜBÜ,False,9,2,7,0,0,0,0,0.0,0,0,324
AICHA HAMIDECHE,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,False,9,3,6,0,0,0,0,0.0,1,0,305
EMİNE ECEM ESEN,ANKARA BÜYÜKŞEHİR BELEDİYESİ FOMGET SPOR KULÜBÜ,ANKARA BÜYÜKŞEHİR BELEDİYESİ FOMGET SPOR KULÜBÜ,False,9,2,7,0,0,0,0,0.0,0,0,297
EBRU ŞAHİN,ANKARA BÜYÜKŞEHİR BELEDİYESİ FOMGET SPOR KULÜBÜ,ANKARA BÜYÜKŞEHİR BELEDİYESİ FOMGET SPOR KULÜBÜ,False,9,2,7,0,0,0,0,0.0,0,0,271
ÖZLEM AKKAYA,HAKKARİGÜCÜ SPOR,HAKKARİGÜCÜ SPOR,False,9,4,5,0,0,0,0,0.0,0,0,357
İREM DAMLA ŞAHİN,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,False,9,9,0,0,0,0,0,0.0,0,0,810
ASİA BRAGONZİ,TRABZONSPOR A.Ş.,TRABZONSPOR A.Ş.,False,8,3,5,3,3,0,0,0.38,1,0,308
KARYNA ALKHOVIK,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,False,8,4,4,2,2,0,0,0.25,0,0,334
MERYEM CENNET ÇAL,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,False,8,8,0,2,2,0,0,0.25,1,0,676
OLGA MASSOMBO,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,False,8,1,7,2,2,0,0,0.25,0,0,263
İREM ACAR,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR / ALG SPOR / GAZİANTEP ALG SPOR KULÜBÜ,True,8,8,0,1,1,0,0,0.12,2,0,616
ESMANUR DURAL,AMED SPORTİF FAALİYETLER,AMED SPORTİF FAALİYETLER,False,8,0,8,1,1,0,0,0.12,0,0,100
CANSU GÜREL,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,False,8,1,7,1,1,0,0,0.12,0,0,279
SELVİ BEYZA AYDOĞDU,ÇEKMEKÖY BİLGİDOĞA,ÇEKMEKÖY BİLGİDOĞA,False,8,2,6,0,0,0,0,0.0,0,0,204
ZÜLEYHA GÖLGELİKAYA,ÇEKMEKÖY BİLGİDOĞA,ÇEKMEKÖY BİLGİDOĞA,False,8,6,2,0,0,0,0,0.0,0,0,530
EMİNE BURKAY,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR / ALG SPOR / GAZİANTEP ALG SPOR KULÜBÜ,True,8,3,5,0,0,0,0,0.0,0,0,342
HABİBE NUR IŞIKOĞLU,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR / ALG SPOR / GAZİANTEP ALG SPOR KULÜBÜ,True,8,8,0,0,0,0,0,0.0,0,0,631
ELİF REYYAN AĞKEMİK,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR / ALG SPOR / GAZİANTEP ALG SPOR KULÜBÜ,True,8,8,0,0,0,0,0,0.0,0,0,611
SEMA POLAT,TRABZONSPOR A.Ş.,TRABZONSPOR A.Ş.,False,8,4,4,0,0,0,0,0.0,0,0,373
GÜLSÜM ÇAKIR,FATİH VATAN SPOR,FATİH VATAN SPOR,False,8,4,4,0,0,0,0,0.0,0,0,383
ROBERTA APRILE,GALATASARAY GAIN,GALATASARAY GAIN,False,8,8,0,0,0,0,0,0.0,0,0,720
MEHRİBAN SHAHMAMMADOVA,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR / GAZİANTEP ALG SPOR KULÜBÜ,True,8,8,0,0,0,0,0,0.0,0,0,717
MELİSA NİLGÜN KESER,FATİH VATAN SPOR,FATİH VATAN SPOR,False,8,7,1,0,0,0,0,0.0,1,0,642
ELANUR LAÇIN,GALATASARAY GAIN,GALATASARAY GAIN,False,7,0,7,4,3,1,0,0.57,1,0,117
ELENA SHESTERNEVA,TRABZONSPOR A.Ş.,TRABZONSPOR A.Ş.,False,7,6,1,2,2,0,0,0.29,0,0,397
GÜLPERİ ATICI,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR / ALG SPOR / GAZİANTEP ALG SPOR KULÜBÜ,True,7,5,2,1,1,0,0,0.14,0,0,355
YAŞAM GÖKSU,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,FENERBAHÇE ARSAVEV KADIN FUTBOL TAKIMI,False,7,4,3,1,0,1,0,0.14,0,0,393
MARY ABOSEDE SALAMI,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,False,7,7,0,0,0,0,0,0.0,1,0,578
SARA MALİQİ,ÜNYE KADIN SPOR KULÜBÜ,ÜNYE KADIN SPOR KULÜBÜ,False,7,7,0,0,0,0,0,0.0,1,0,561
JAYLEN KENNEDY CRIM,TRABZONSPOR A.Ş.,TRABZONSPOR A.Ş.,False,7,4,3,0,0,0,0,0.0,0,0,342
DAMLA KÖSE,ÜNYE KADIN SPOR KULÜBÜ,ÜNYE KADIN SPOR KULÜBÜ / PROLİFT GİRESUN SANAYİSPOR,True,7,0,7,0,0,0,0,0.0,0,0,84
FAİZA BINT IBRAHIM,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR,False,7,7,0,0,0,0,0,0.0,1,0,577
MARTHA BBOSA NALUNKUUMA,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR,False,7,4,3,0,0,0,0,0.0,1,0,383
SÜMEYYE GÜNAYDIN,FATİH VATAN SPOR,FATİH VATAN SPOR,False,7,1,6,0,0,0,0,0.0,0,0,137
TÜRKAN SİVRİ,FATİH VATAN SPOR,FATİH VATAN SPOR,False,7,3,4,0,0,0,0,0.0,0,0,311
MERYEM MAS,ÇEKMEKÖY BİLGİDOĞA,ÇEKMEKÖY BİLGİDOĞA / ŞİLE BİLGİDOĞA SPORTİF YATIRIM HİZMETLERİ A.Ş,True,7,7,0,0,0,0,0,0.0,4,0,610
VALENTINA TROKA,TRABZONSPOR A.Ş.,TRABZONSPOR A.Ş.,False,6,1,5,2,1,1,0,0.33,2,0,159
DİLAN BORA,TRABZONSPOR A.Ş.,TRABZONSPOR A.Ş.,False,6,1,5,2,2,0,0,0.33,2,0,120
PRECIOUS ADJWOA HAIZEL,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR,False,6,5,1,2,2,0,0,0.33,0,0,453
MAVIS OWUSU,ANKARA BÜYÜKŞEHİR BELEDİYESİ FOMGET SPOR KULÜBÜ,ANKARA BÜYÜKŞEHİR BELEDİYESİ FOMGET SPOR KULÜBÜ,False,6,4,2,2,2,0,0,0.33,0,0,328
DEFNESU ALDEMİR,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI / ÇEKMEKÖY BİLGİDOĞA / ŞİLE BİLGİDOĞA SPORTİF YATIRIM HİZMETLERİ A.Ş,True,6,4,2,1,1,0,0,0.17,0,0,407
BERRA PEKGÖZ,GALATASARAY GAIN,GALATASARAY GAIN,False,6,0,6,1,1,0,0,0.17,0,0,67
RUKİYE CANBAL,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR,False,6,6,0,1,1,0,0,0.17,0,0,519
DORİS AKAHEEH,SERCAN İNŞAAT GAZİANTEP ALG SPOR,SERCAN İNŞAAT GAZİANTEP ALG SPOR,False,6,6,0,1,1,0,0,0.17,1,0,477
HİLAL SUBAY,HAKKARİGÜCÜ SPOR,HAKKARİGÜCÜ SPOR / SERCAN İNŞAAT GAZİANTEP ALG SPOR,True,6,5,1,0,0,0,0,0.0,2,0,410
PRINCESS MEGAN ATEGBAYON IBINI ISEI,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,False,6,2,4,0,0,0,0,0.0,0,0,233
EZGİ ADA ÇINAR,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,False,6,0,6,0,0,0,0,0.0,0,0,56
SİNEM BASAK,YÜKSEKOVA SPOR KULÜBÜ,YÜKSEKOVA SPOR KULÜBÜ,False,6,0,6,0,0,0,0,0.0,0,0,36
HATİCE YAŞAR,HAKKARİGÜCÜ SPOR,HAKKARİGÜCÜ SPOR,False,6,0,6,0,0,0,0,0.0,0,0,236
DİLAN ASLAN,YÜKSEKOVA SPOR KULÜBÜ,YÜKSEKOVA SPOR KULÜBÜ,False,6,0,6,0,0,0,0,0.0,0,0,39
MARIA ASUNCION QUINONES GOICOECHEA,ANKARA BÜYÜKŞEHİR BELEDİYESİ FOMGET SPOR KULÜBÜ,ANKARA BÜYÜKŞEHİR BELEDİYESİ FOMGET SPOR KULÜBÜ,False,6,6,0,0,0,0,0,0.0,0,0,540
MARIA INES VIEIRA MAIA,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,BEŞİKTAŞ JK KADIN FUTBOL TAKIMI,False,6,2,4,0,0,0,0,0.0,0,0,252
KENNYA KINDA ESTHER CORDNER,ÇEKMEKÖY BİLGİDOĞA,ÇEKMEKÖY BİLGİDOĞA,False,6,6,0,0,0,0,0,0.0,0,0,519
SUZAN SAYACA,AMED SPORTİF FAALİYETLER,AMED SPORTİF FAALİYETLER,False,6,1,5,0,0,0,0,0.0,0,0,123
ELİF AYTEKİN,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,1207 ANTALYASPOR  KADIN FUTBOL KULÜBÜ,False,6,6,0,0,0,0,0,0.0,0,0,540
SUDE MİHRİ ÇINAR,ÇEKMEKÖY BİLGİDOĞA,ÇEKMEKÖY BİLGİDOĞA / ŞİLE BİLGİDOĞA SPORTİF YATIRIM HİZMETLERİ A.Ş,True,6,6,0,0,0,0,0,0.0,0,0,493
ESRA EROL,ÇEKMEKÖY BİLGİDOĞA,ÇEKMEKÖY BİLGİDOĞA / ŞİLE BİLGİDOĞA SPORTİF YATIRIM HİZMETLERİ A.Ş,True,6,6,0,0,0,0,0,0.0,0,0,540
İLAYDA AKDENİZ,PROLİFT GİRESUN SANAYİSPOR,PROLİFT GİRESUN SANAYİSPOR,False,6,3,3,0,0,0,0,0.0,0,0,273
PRİNCELLA ADUBEA,YÜKSEKOVA SPOR KULÜBÜ,YÜKSEKOVA SPOR KULÜBÜ,False,5,3,2,2,2,0,0,0.4,0,0,289
